NCBI gene (formerly Entrezgene) ID,Gene name,Gene description,Gene stable ID
485229,OR52K1B,olfactory receptor family 52 subfamily K member 1B [Source:NCBI gene (formerly Entrezgene);Acc:485229],ENSCAFG00845011853
,,,ENSCAFG00845011854
487353,RPS6KA1,ribosomal protein S6 kinase A1 [Source:UniProtKB Gene Name;Acc:A0A8C0Q645],ENSCAFG00845011855
609340,NUBPL,"NUBP iron-sulfur cluster assembly factor, mitochondrial [Source:UniProtKB Gene Name;Acc:A0A8C0SKW3]",ENSCAFG00845011856
,,,ENSCAFG00845011857
,,,ENSCAFG00845011858
485082,ADAMTSL5,ADAMTS like 5 [Source:UniProtKB Gene Name;Acc:A0A8I3NKG0],ENSCAFG00845011859
,,,ENSCAFG00845011860
485230,OR52K1,olfactory receptor family 52 subfamily K member 1 [Source:NCBI gene (formerly Entrezgene);Acc:485230],ENSCAFG00845011861
102154767,,,ENSCAFG00845011862
611387,TK2,thymidine kinase 2 [Source:UniProtKB Gene Name;Acc:A0A8I3NKH9],ENSCAFG00845011863
474796,ABITRAM,actin binding transcription modulator [Source:UniProtKB Gene Name;Acc:A0A8I3NAW0],ENSCAFG00845011864
483241,STK17A,serine/threonine kinase 17a [Source:UniProtKB Gene Name;Acc:A0A8C0S0M0],ENSCAFG00845011865
119865044,,,ENSCAFG00845011866
100856772,DPPA5,developmental pluripotency associated 5 [Source:UniProtKB Gene Name;Acc:A0A8I3NLF0],ENSCAFG00845011867
,,,ENSCAFG00845011868
475075,PKHD1L1,PKHD1 like 1 [Source:UniProtKB Gene Name;Acc:A0A8I3RZY8],ENSCAFG00845011869
,,,ENSCAFG00845011870
481147,TBC1D30,TBC1 domain family member 30 [Source:UniProtKB Gene Name;Acc:A0A8C0TD77],ENSCAFG00845011871
609398,RTP3,receptor transporter protein 3 [Source:UniProtKB Gene Name;Acc:A0A8I3NMG0],ENSCAFG00845011872
,,,ENSCAFG00845011873
104794988,MIR8793-3,microRNA mir-8793-3 [Source:NCBI gene (formerly Entrezgene);Acc:104794988],ENSCAFG00845011874
119869656,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845011875
119873454,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845011876
119865043,,,ENSCAFG00845011877
,,,ENSCAFG00845011878
,,,ENSCAFG00845011879
,H2AC19,H2A clustered histone 19 [Source:HGNC Symbol;Acc:HGNC:29668],ENSCAFG00845011880
119865099,SNORD15,Small nucleolar RNA SNORD15 [Source:RFAM;Acc:RF00067],ENSCAFG00845011881
100855618,,,ENSCAFG00845011882
119874537,,,ENSCAFG00845011882
,,,ENSCAFG00845011883
,,,ENSCAFG00845011884
102156475,,,ENSCAFG00845011885
,,,ENSCAFG00845011886
612770,MSANTD2,Myb/SANT DNA binding domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A8C0NPJ6],ENSCAFG00845011887
100687756,,,ENSCAFG00845011888
,,,ENSCAFG00845011889
479279,SNCB,synuclein beta [Source:UniProtKB Gene Name;Acc:A0A8C0M6S6],ENSCAFG00845011890
489927,TRIM72,tripartite motif containing 72 [Source:UniProtKB Gene Name;Acc:A0A8C0S8N8],ENSCAFG00845011891
483705,RCE1,Ras converting CAAX endopeptidase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3N9Q7],ENSCAFG00845011892
119865100,SNORD15,Small nucleolar RNA SNORD15 [Source:RFAM;Acc:RF00067],ENSCAFG00845011893
475481,PPID,peptidylprolyl isomerase D [Source:UniProtKB Gene Name;Acc:A0A8I3N9P9],ENSCAFG00845011894
485237,OR51A25,,ENSCAFG00845011895
,,,ENSCAFG00845011896
102154694,LY6G6D,lymphocyte antigen 6 family member G6D [Source:UniProtKB Gene Name;Acc:A0A8P0N3T3],ENSCAFG00845011897
483024,CAPN13,calpain 13 [Source:UniProtKB Gene Name;Acc:A0A8I3NLH7],ENSCAFG00845011898
,,,ENSCAFG00845011899
,,,ENSCAFG00845011900
,,,ENSCAFG00845011901
,,,ENSCAFG00845011902
,,,ENSCAFG00845011903
403811,KIT,"KIT proto-onco, receptor tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:403811]",ENSCAFG00845011904
100683809,OR52I1,olfactory receptor family 52 subfamily I member 1 [Source:NCBI gene (formerly Entrezgene);Acc:100683809],ENSCAFG00845011905
,,,ENSCAFG00845011906
612163,TMPRSS9,transmembrane serine protease 9 [Source:UniProtKB Gene Name;Acc:A0A8I3NMK3],ENSCAFG00845011907
487080,MPP7,MAGUK p55 scaffold protein 7 [Source:UniProtKB Gene Name;Acc:A0A8C0MPG3],ENSCAFG00845011908
608420,CCNB1,cyclin B1 [Source:UniProtKB Gene Name;Acc:A0A8I3NF12],ENSCAFG00845011909
487020,CCNB1,cyclin B1 [Source:UniProtKB Gene Name;Acc:A0A8I3NF12],ENSCAFG00845011909
480129,FDPS,farnesyl diphosphate synthase [Source:UniProtKB Gene Name;Acc:A0A8C0PL88],ENSCAFG00845011910
,,,ENSCAFG00845011911
480682,BRD3,bromodomain containing 3 [Source:UniProtKB Gene Name;Acc:A0A8I3NJJ5],ENSCAFG00845011912
,,,ENSCAFG00845011913
607379,LY6G6C,lymphocyte antigen 6 family member G6C [Source:UniProtKB Gene Name;Acc:A0A8C0M5R1],ENSCAFG00845011914
,,,ENSCAFG00845011915
474945,COL21A1,collagen type XXI alpha 1 chain [Source:UniProtKB Gene Name;Acc:A0A8I3RWU6],ENSCAFG00845011916
475997,SLC22A18,solute carrier family 22 member 18 [Source:UniProtKB Gene Name;Acc:A0A8C0PH66],ENSCAFG00845011917
611873,IL1F10,interleukin 1 family member 10 [Source:UniProtKB Gene Name;Acc:A0A8I3NLK5],ENSCAFG00845011918
610662,CTNNAL1,catenin alpha like 1 [Source:UniProtKB Gene Name;Acc:A0A8C0S1E6],ENSCAFG00845011919
,,,ENSCAFG00845011920
,,,ENSCAFG00845011921
474413,ARHGAP9,Rho GTPase activating protein 9 [Source:VGNC Symbol;Acc:VGNC:111343],ENSCAFG00845011922
482057,KCNK9,potassium two pore domain channel subfamily K member 9 [Source:UniProtKB Gene Name;Acc:A0A8I3NAZ8],ENSCAFG00845011923
,,,ENSCAFG00845011924
481376,PNPT1,polyribonucleotide nucleotidyltransferase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3NB17],ENSCAFG00845011925
,,,ENSCAFG00845011926
474966,OOEP,oocyte expressed protein [Source:NCBI gene (formerly Entrezgene);Acc:474966],ENSCAFG00845011927
485233,TRIM68,tripartite motif containing 68 [Source:UniProtKB Gene Name;Acc:A0A8C0NTQ8],ENSCAFG00845011928
612290,REEP6,receptor accessory protein 6 [Source:UniProtKB Gene Name;Acc:A0A8C0NIS7],ENSCAFG00845011929
484787,LTF,lactotransferrin [Source:NCBI gene (formerly Entrezgene);Acc:484787],ENSCAFG00845011930
489746,DUS2,dihydrouridine synthase 2 [Source:UniProtKB Gene Name;Acc:A0A8C0SE11],ENSCAFG00845011931
119874330,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845011932
100688048,OR10N1,,ENSCAFG00845011933
,,,ENSCAFG00845011934
100856347,PYCARD,PYD and CARD domain containing [Source:VGNC Symbol;Acc:VGNC:111676],ENSCAFG00845011935
,,,ENSCAFG00845011936
,,,ENSCAFG00845011937
610124,CENPH,centromere protein H [Source:UniProtKB Gene Name;Acc:A0A8P0SUT7],ENSCAFG00845011938
100685087,GAST,gastrin [Source:UniProtKB Gene Name;Acc:P01353],ENSCAFG00845011939
609683,SPATS1,spermatosis associated serine rich 1 [Source:UniProtKB Gene Name;Acc:A0A8P0S7W4],ENSCAFG00845011940
,,,ENSCAFG00845011941
100688253,OR10D4,olfactory receptor family 10 subfamily D member 4 [Source:NCBI gene (formerly Entrezgene);Acc:100688253],ENSCAFG00845011942
,,,ENSCAFG00845011943
482105,COMMD5,COMM domain containing 5 [Source:UniProtKB Gene Name;Acc:A0A8I3NJP2],ENSCAFG00845011944
490768,ZFYVE1,zinc finger FYVE-type containing 1 [Source:UniProtKB Gene Name;Acc:A0A8C0QIR5],ENSCAFG00845011945
,,,ENSCAFG00845011946
,,,ENSCAFG00845011947
609067,KLF15,KLF transcription factor 15 [Source:UniProtKB Gene Name;Acc:A0A8C0MPL9],ENSCAFG00845011948
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845011949
,,,ENSCAFG00845011950
,,,ENSCAFG00845011951
,,,ENSCAFG00845011952
490137,OLFM3,olfactomedin 3 [Source:UniProtKB Gene Name;Acc:A0A8C0PVH9],ENSCAFG00845011953
485239,OR51E2,olfactory receptor family 51 subfamily E member 2 [Source:NCBI gene (formerly Entrezgene);Acc:100856052],ENSCAFG00845011954
100856052,OR51E2,olfactory receptor family 51 subfamily E member 2 [Source:NCBI gene (formerly Entrezgene);Acc:100856052],ENSCAFG00845011954
,TOP6BL,TOP6B like initiator of meiotic double strand breaks [Source:UniProtKB Gene Name;Acc:A0A8C0NQL0],ENSCAFG00845011955
475455,OTUD4,OTU deubiquitinase 4 [Source:UniProtKB Gene Name;Acc:A0A8C0MTT5],ENSCAFG00845011956
,,,ENSCAFG00845011957
,,,ENSCAFG00845011958
489337,OR10D5,olfactory receptor family 10 subfamily D member 5 [Source:NCBI gene (formerly Entrezgene);Acc:489337],ENSCAFG00845011959
119881703,,,ENSCAFG00845011960
119877588,,,ENSCAFG00845011960
106558335,,,ENSCAFG00845011960
,,,ENSCAFG00845011961
119873540,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845011962
,,,ENSCAFG00845011963
,,,ENSCAFG00845011964
482058,TRAPPC9,trafficking protein particle complex subunit 9 [Source:UniProtKB Gene Name;Acc:A0A8I3NB69],ENSCAFG00845011965
,,,ENSCAFG00845011966
485239,OR51C1P,olfactory receptor family 51 subfamily F member 23 [Source:NCBI gene (formerly Entrezgene);Acc:485239],ENSCAFG00845011967
611029,DDX43,DEAD-box helicase 43 [Source:VGNC Symbol;Acc:VGNC:111432],ENSCAFG00845011968
483025,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14 [Source:UniProtKB Gene Name;Acc:A0A8C0RL41],ENSCAFG00845011969
475482,FNIP2,folliculin interacting protein 2 [Source:UniProtKB Gene Name;Acc:A0A8I3RZ15],ENSCAFG00845011970
403660,IL1RN,interleukin 1 receptor antagonist [Source:NCBI gene (formerly Entrezgene);Acc:403660],ENSCAFG00845011971
,RNY1,Y RNA [Source:RFAM;Acc:RF00019],ENSCAFG00845011972
403527,TMEM245,transmembrane protein 245 [Source:UniProtKB Gene Name;Acc:A0A8I3NLW5],ENSCAFG00845011973
,,,ENSCAFG00845011974
403674,EIF1,eukaryotic translation initiation factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:403674],ENSCAFG00845011975
482038,ZNF572,zinc finger protein 572 [Source:UniProtKB Gene Name;Acc:A0A8C0SRN0],ENSCAFG00845011976
100686906,ADAT2,adenosine deaminase tRNA specific 2 [Source:UniProtKB Gene Name;Acc:A0A8C0PY57],ENSCAFG00845011977
476786,PCF11,PCF11 cleavage and polyadenylation factor subunit [Source:UniProtKB Gene Name;Acc:A0A8P0N7F3],ENSCAFG00845011978
607345,MPIG6B,megakaryocyte and platelet inhibitory receptor G6b [Source:UniProtKB Gene Name;Acc:A0A8I3RZ59],ENSCAFG00845011979
489338,OR10D5B,olfactory receptor family 10 subfamily D member 5B [Source:NCBI gene (formerly Entrezgene);Acc:489338],ENSCAFG00845011980
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845011981
474921,CDC5L,cell division cycle 5 like [Source:UniProtKB Gene Name;Acc:A0A8C0YW82],ENSCAFG00845011982
,,,ENSCAFG00845011983
475129,ZNF7,zinc finger protein 7 [Source:UniProtKB Gene Name;Acc:A0A8P0NZ99],ENSCAFG00845011984
119864882,,,ENSCAFG00845011985
100856381,FUS,FUS RNA binding protein [Source:UniProtKB Gene Name;Acc:A0A8P0SL81],ENSCAFG00845011986
485071,SPPL2B,signal peptide peptidase like 2B [Source:UniProtKB Gene Name;Acc:A0A8I3NKZ0],ENSCAFG00845011987
119873497,,,ENSCAFG00845011988
,U3,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012],ENSCAFG00845011989
,,,ENSCAFG00845011990
,,,ENSCAFG00845011991
102152434,TRIM32,tripartite motif containing 32 [Source:UniProtKB Gene Name;Acc:A0A8I3NMV1],ENSCAFG00845011992
,,,ENSCAFG00845011993
608113,WDR5,WD repeat domain 5 [Source:UniProtKB Gene Name;Acc:A0A8C0LVN6],ENSCAFG00845011994
,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],ENSCAFG00845011995
,,,ENSCAFG00845011996
485189,ARRB1,arrestin beta 1 [Source:UniProtKB Gene Name;Acc:A0A8C0SW30],ENSCAFG00845011997
100855609,H2AC21,H2A clustered histone 21 [Source:UniProtKB Gene Name;Acc:A0A8C0QI60],ENSCAFG00845011998
,,,ENSCAFG00845011999
119873498,,,ENSCAFG00845012000
485380,DENND2B,DENN domain containing 2B [Source:UniProtKB Gene Name;Acc:A0A8I3NC30],ENSCAFG00845012001
100684674,TNFRSF17,TNF receptor superfamily member 17 [Source:UniProtKB Gene Name;Acc:A0A8C0N4C4],ENSCAFG00845012002
119870609,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012003
119864931,OR51F23,,ENSCAFG00845012004
119865522,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012005
,,,ENSCAFG00845012006
478085,MRPS36,,ENSCAFG00845012007
,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],ENSCAFG00845012008
485083,PCSK4,proprotein convertase subtilisin/kexin type 4 [Source:UniProtKB Gene Name;Acc:A0A8C0NC64],ENSCAFG00845012009
,,,ENSCAFG00845012010
483796,SYT7,synaptotagmin 7 [Source:UniProtKB Gene Name;Acc:A0A8I3NN96],ENSCAFG00845012011
609534,RGCC,regulator of cell cycle [Source:UniProtKB Gene Name;Acc:A0A8C0NXH1],ENSCAFG00845012012
,,,ENSCAFG00845012013
475172,GC,GC vitamin D binding protein [Source:UniProtKB Gene Name;Acc:A0A8I3NFN0],ENSCAFG00845012014
488796,ADD1,adducin 1 [Source:UniProtKB Gene Name;Acc:A0A8I3NBD1],ENSCAFG00845012015
474414,MARS1,methionyl-tRNA synthetase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0SL96],ENSCAFG00845012016
,BOLA1,bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263],ENSCAFG00845012017
,,,ENSCAFG00845012018
,,,ENSCAFG00845012019
,,,ENSCAFG00845012020
,NACA,nascent polypeptide associated complex subunit alpha [Source:UniProtKB Gene Name;Acc:A0A8C0S369],ENSCAFG00845012021
,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],ENSCAFG00845012022
100684107,OR51F1,olfactory receptor family 51 subfamily F member 1 [Source:NCBI gene (formerly Entrezgene);Acc:100684107],ENSCAFG00845012023
119872421,,,ENSCAFG00845012024
489340,OR10G9,olfactory receptor family 10 subfamily G member 9 [Source:NCBI gene (formerly Entrezgene);Acc:489340],ENSCAFG00845012025
403417,TLR4,toll like receptor 4 [Source:NCBI gene (formerly Entrezgene);Acc:403417],ENSCAFG00845012026
,,,ENSCAFG00845012027
,,,ENSCAFG00845012028
,,,ENSCAFG00845012029
100886112,MIR32,microRNA mir-32 [Source:NCBI gene (formerly Entrezgene);Acc:100886112],ENSCAFG00845012030
,,,ENSCAFG00845012031
119869648,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012032
489309,ESAM,endothelial cell adhesion molecule [Source:UniProtKB Gene Name;Acc:A0A8I3RWV8],ENSCAFG00845012033
,,,ENSCAFG00845012034
102151772,DDX28,DEAD-box helicase 28 [Source:UniProtKB Gene Name;Acc:A0A8I3NLY9],ENSCAFG00845012035
608021,SQLE,squalene epoxidase [Source:UniProtKB Gene Name;Acc:A0A8C0MWQ3],ENSCAFG00845012036
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012037
610314,RBM25,RNA binding motif protein 25 [Source:VGNC Symbol;Acc:VGNC:111695],ENSCAFG00845012038
611033,CGAS,cyclic GMP-AMP synthase [Source:UniProtKB Gene Name;Acc:A0A8I3NL22],ENSCAFG00845012039
100856477,FGFR1,fibroblast growth factor receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8I3NAV3],ENSCAFG00845012040
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845012041
489341,OR10G9C,olfactory receptor family 10 subfamily G member 9C [Source:NCBI gene (formerly Entrezgene);Acc:489341],ENSCAFG00845012042
488945,ANKRD31,ankyrin repeat domain 31 [Source:UniProtKB Gene Name;Acc:A0A8I3NLU4],ENSCAFG00845012043
481504,FSTL4,follistatin like 4 [Source:UniProtKB Gene Name;Acc:A0A8I3RWW5],ENSCAFG00845012044
490642,ARHGAP5,Rho GTPase activating protein 5 [Source:UniProtKB Gene Name;Acc:A0A8I3RZ61],ENSCAFG00845012045
,,,ENSCAFG00845012046
476734,RANBP3,RAN binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A8I3NM23],ENSCAFG00845012047
,,,ENSCAFG00845012048
,,,ENSCAFG00845012049
483706,SPTBN2,"spectrin beta, non-erythrocytic 2 [Source:UniProtKB Gene Name;Acc:A0A8C0P4Z9]",ENSCAFG00845012050
,,,ENSCAFG00845012051
100533463,PRR5,proline rich 5 [Source:NCBI gene (formerly Entrezgene);Acc:100533463],ENSCAFG00845012052
484015,PEX3,peroxisomal biosis factor 3 [Source:UniProtKB Gene Name;Acc:A0A8C0PYP3],ENSCAFG00845012053
100856428,BEAN1,brain expressed associated with NEDD4 1 [Source:UniProtKB Gene Name;Acc:A0A8C0TBU6],ENSCAFG00845012054
612466,FRRS1L,ferric chelate reductase 1 like [Source:UniProtKB Gene Name;Acc:A0A8C0NDN8],ENSCAFG00845012055
,,,ENSCAFG00845012056
102153851,ZNF517,zinc finger protein 517 [Source:UniProtKB Gene Name;Acc:A0A8C0TI56],ENSCAFG00845012057
,,,ENSCAFG00845012058
490425,PKLR,pyruvate kinase L/R [Source:VGNC Symbol;Acc:VGNC:44609],ENSCAFG00845012059
474604,EFEMP1,EGF containing fibulin extracellular matrix protein 1 [Source:UniProtKB Gene Name;Acc:A0A8P0PBX4],ENSCAFG00845012060
489342,,,ENSCAFG00845012061
119874337,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012062
119873506,,,ENSCAFG00845012063
,S1PR1,sphingosine-1-phosphate receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8I3NL43],ENSCAFG00845012064
483358,AATK,apoptosis associated tyrosine kinase [Source:VGNC Symbol;Acc:VGNC:111320],ENSCAFG00845012065
489098,TSPAN17,tetraspanin 17 [Source:UniProtKB Gene Name;Acc:A0A8C0SZS7],ENSCAFG00845012066
,,,ENSCAFG00845012067
119864304,PHLDA2,pleckstrin homology like domain family A member 2 [Source:UniProtKB Gene Name;Acc:A0A8C0PIS5],ENSCAFG00845012068
489343,OR10G6,olfactory receptor family 10 subfamily G member 6 [Source:NCBI gene (formerly Entrezgene);Acc:489343],ENSCAFG00845012069
,,,ENSCAFG00845012070
476787,RAB30,"RAB30, member RAS onco family [Source:UniProtKB Gene Name;Acc:A0A8C0M5X7]",ENSCAFG00845012071
,,,ENSCAFG00845012072
,,,ENSCAFG00845012073
100855661,SV2A,synaptic vesicle glycoprotein 2A [Source:UniProtKB Gene Name;Acc:A0A8I3NKU7],ENSCAFG00845012074
480634,EFCAB5,EF-hand calcium binding domain 5 [Source:UniProtKB Gene Name;Acc:A0A8I3NFM0],ENSCAFG00845012075
491154,CDK5R1,cyclin dependent kinase 5 regulatory subunit 1 [Source:UniProtKB Gene Name;Acc:A0A8C0NJQ9],ENSCAFG00845012076
611083,DPEP2,dipeptidase 2 [Source:UniProtKB Gene Name;Acc:A0A8C0SF83],ENSCAFG00845012077
,,,ENSCAFG00845012078
,,,ENSCAFG00845012079
608441,CDK7,cyclin dependent kinase 7 [Source:UniProtKB Gene Name;Acc:A0A8I3NKR6],ENSCAFG00845012080
,,,ENSCAFG00845012081
,,,ENSCAFG00845012082
482154,KDR,kinase insert domain receptor [Source:NCBI gene (formerly Entrezgene);Acc:482154],ENSCAFG00845012083
483069,PSD4,pleckstrin and Sec7 domain containing 4 [Source:UniProtKB Gene Name;Acc:A0A8I3NFL2],ENSCAFG00845012084
612157,DHDDS,high mobility group nucleosomal binding domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:403686],ENSCAFG00845012085
403686,DHDDS,high mobility group nucleosomal binding domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:403686],ENSCAFG00845012085
482428,PTPRZ1,protein tyrosine phosphatase receptor type Z1 [Source:UniProtKB Gene Name;Acc:A0A8I3NQ16],ENSCAFG00845012086
475499,OGDH,oxoglutarate dehydrogenase [Source:UniProtKB Gene Name;Acc:A0A8C0MD79],ENSCAFG00845012087
609082,CFAP100,cilia and flagella associated protein 100 [Source:UniProtKB Gene Name;Acc:A0A8P0S9L5],ENSCAFG00845012088
,,,ENSCAFG00845012089
474967,MTO1,mitochondrial tRNA translation optimization 1 [Source:UniProtKB Gene Name;Acc:A0A8I3NM78],ENSCAFG00845012090
,,,ENSCAFG00845012091
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845012092
607439,DDIT3,DNA damage inducible transcript 3 [Source:UniProtKB Gene Name;Acc:A0A8I3NHJ0],ENSCAFG00845012093
,,,ENSCAFG00845012094
100688600,OR10S1,olfactory receptor family 10 subfamily S member 1 [Source:UniProtKB Gene Name;Acc:A0A8I3NAC4],ENSCAFG00845012095
475511,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:UniProtKB Gene Name;Acc:A0A8I3RZ74],ENSCAFG00845012096
489775,CDH5,cadherin 5 [Source:UniProtKB Gene Name;Acc:A0A8C0TC63],ENSCAFG00845012097
489099,EIF4E1B,eukaryotic translation initiation factor 4E family member 1B [Source:UniProtKB Gene Name;Acc:A0A8C0M5F6],ENSCAFG00845012098
,,,ENSCAFG00845012099
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012100
,,,ENSCAFG00845012101
,,,ENSCAFG00845012102
482294,FZD1,frizzled class receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8I3NK38],ENSCAFG00845012103
475456,SMAD1,SMAD family member 1 [Source:UniProtKB Gene Name;Acc:A0A8C0MGA9],ENSCAFG00845012104
491075,PDK2,pyruvate dehydrogenase kinase 2 [Source:UniProtKB Gene Name;Acc:A0A8C0R9P9],ENSCAFG00845012105
480610,PSMD11,"proteasome 26S subunit, non-ATPase 11 [Source:UniProtKB Gene Name;Acc:A0A8I3RWX2]",ENSCAFG00845012106
489924,PRSS36,serine protease 36 [Source:UniProtKB Gene Name;Acc:A0A8I3NK65],ENSCAFG00845012107
,,,ENSCAFG00845012108
474982,CYB5R4,cytochrome b5 reductase 4 [Source:UniProtKB Gene Name;Acc:A0A8I3NWW2],ENSCAFG00845012109
484788,CCRL2,C-C motif chemokine receptor like 2 [Source:UniProtKB Gene Name;Acc:A0A8I3NBH7],ENSCAFG00845012110
476565,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A8I3RX03]",ENSCAFG00845012111
485160,DDIAS,DNA damage induced apoptosis suppressor [Source:UniProtKB Gene Name;Acc:A0A8I3NKW7],ENSCAFG00845012112
106559028,TEX50,testis expressed 50 [Source:UniProtKB Gene Name;Acc:A0A8P0NNK8],ENSCAFG00845012113
479846,GSPT1,G1 to S phase transition 1 [Source:UniProtKB Gene Name;Acc:A0A8I3RWZ0],ENSCAFG00845012114
119874118,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012115
480169,CDH2,cadherin 2 [Source:NCBI gene (formerly Entrezgene);Acc:480169],ENSCAFG00845012116
489345,OR8B58,olfactory receptor family 8 subfamily B member 58 [Source:NCBI gene (formerly Entrezgene);Acc:489345],ENSCAFG00845012117
474797,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B [Source:UniProtKB Gene Name;Acc:A0A8C0NFJ1],ENSCAFG00845012118
612092,DPH5,diphthamide biosynthesis 5 [Source:UniProtKB Gene Name;Acc:A0A8C0PXN5],ENSCAFG00845012119
484016,FUCA2,alpha-L-fucosidase 2 [Source:UniProtKB Gene Name;Acc:A0A8C0QAG3],ENSCAFG00845012120
484681,SUMF1,sulfatase modifying factor 1 [Source:UniProtKB Gene Name;Acc:A0A8I3NK85],ENSCAFG00845012121
489748,DPEP3,dipeptidase 3 [Source:UniProtKB Gene Name;Acc:A0A8I3RZ66],ENSCAFG00845012122
119879845,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119878142,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119877816,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119877297,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119876840,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119876402,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119874893,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119874374,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119873159,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119873160,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119872919,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119871387,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
119869644,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845012123
